"","Species","Pop_ID","Pop_Name","CU_ID","lat","lon","FAZ","MAZ","JAZ","FWA_WATERSHED_CODE","Pop_UID"
"CO-09.46592","Co","46592","LOUIS CREEK","CO-09",51.13469095,-120.1275343,"NTh","GStr","NTh+GStr","100-190442-998192-171874-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46592"
"CO-09.46774","Co","46774","LYON CREEK","CO-09",51.88032075,-119.3097596,"NTh","GStr","NTh+GStr","100-190442-998192-595721-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46774"
"CO-09.46702","Co","46702","MAHOOD RIVER","CO-09",51.91587699,-120.1946313,"NTh","GStr","NTh+GStr","100-190442-998192-349877-237590-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46702"
"CO-09.46672","Co","46672","MANN CREEK","CO-09",51.56645698,-120.1366069,"NTh","GStr","NTh+GStr","100-190442-998192-325873-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46672"
"CO-09.46662","Co","46662","MCTAGGART CREEK","CO-09",51.41172498,-120.1289696,"NTh","GStr","NTh+GStr","100-190442-998192-288800-076644-261917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46662"
"CO-09.53134","Co","53134","MILEDGE CREEK","CO-09",52.2763501,-119.1755032,"NTh","GStr","NTh+GStr","100-190442-998192-747543-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.53134"
"CO-09.46632","Co","46632","NORTH BARRIERE RIVER-ABOVE  NORTH BARRIERE LAKE","CO-09",51.35221497,-119.7222111,"NTh","GStr","NTh+GStr","100-190442-998192-185576-677668-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46632"
"CO-09.46582","Co","46582","NORTH THOMPSON RIVER","CO-09",50.68230937,-120.3414646,"NTh","GStr","NTh+GStr","100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46582"
"CO-09.69033","Co","69033","NORTH THOMPSON RIVER-PIG CHANNEL","CO-09",51.5827424,-119.8457638,"NTh","GStr","NTh+GStr","100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.69033"
"CO-09.53132","Co","53132","PAUL CREEK","CO-09",50.70537389,-120.3499099,"NTh","GStr","NTh+GStr","100-190442-998192-008142-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.53132"
"CO-09.53133","Co","53133","PETERSON CREEK","CO-09",51.19938544,-120.1443236,"NTh","GStr","NTh+GStr","100-190442-998192-195429-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.53133"
"CO-09.46712","Co","46712","RAFT RIVER","CO-09",51.63177174,-119.9911334,"NTh","GStr","NTh+GStr","100-190442-998192-368776-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46712"
"CO-09.46722","Co","46722","REG CHRISTIE CREEK","CO-09",51.59913811,-119.6723959,"NTh","GStr","NTh+GStr","100-190442-998192-447984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46722"
"CO-09.46753","Co","46753","SHANNON CREEK/NTh","CO-09",51.783964,-119.3171097,"NTh","GStr","NTh+GStr","100-190442-998192-565251-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46753"
"CO-09.127","Co","127","THUNDER RIVER","CO-09",52.21801236,-119.2108276,"NTh","GStr","NTh+GStr","100-190442-998192-725246-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.127"
"CO-09.46764","Co","46764","TUMTUM CREEK","CO-09",51.82888707,-119.2902241,"NTh","GStr","NTh+GStr","100-190442-998192-580325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46764"
"CO-09.46733","Co","46733","WIRE CACHE CREEK","CO-09",51.71477738,-119.3666353,"NTh","GStr","NTh+GStr","100-190442-998192-541184-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-09.46733"
"CO-47.44610","Co","44610","CENTENNIAL SPAWNING CHANNEL","CO-47",49.0987,-121.5575,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44610"
"CO-47.44611","Co","44611","CENTRE CHANNEL","CO-47",49.1024698,-121.5363829,"LFR","GStr","LFR+GStr","100-064535-057628-563041-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44611"
"CO-47.47053","Co","47053","CENTRE CREEK/LFR","CO-47",49.1024698,-121.5363829,"LFR","GStr","LFR+GStr","100-064535-057628-563041-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47053"
"CO-47.46039","Co","46039","CHEHALIS RIVER","CO-47",49.27424994,-121.9359617,"LFR","GStr","LFR+GStr","100-077501-094860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46039"
"CO-47.47073","Co","47073","CHILLIWACK CREEK","CO-47",49.16572261,-122.0129649,"LFR","GStr","LFR+GStr","100-070889-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47073"
"CO-47.46987","Co","46987","CHILLIWACK RIVER-UPPER","CO-47",49.01504784,-121.4086645,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46987"
"CO-47.46982","Co","46982","CHILLIWACK/VEDDER RIVER","CO-47",49.12566398,-122.0981661,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46982"
"CO-47.48021","Co","48021","CHILQUA CREEK","CO-47",49.17552329,-122.2308644,"LFR","GStr","LFR+GStr","100-057528-576690-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.48021"
"CO-47.48015","Co","48015","CLAYBURN CREEK","CO-47",49.11050177,-122.3217077,"LFR","GStr","LFR+GStr","100-052827-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.48015"
"CO-47.46066","Co","46066","COGBURN CREEK","CO-47",49.53455563,-121.7638652,"LFR","GStr","LFR+GStr","100-077501-550992-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46066"
"CO-47.47923","Co","47923","ALOUETTE RIVER","CO-47",49.26454603,-122.7073541,"LFR","GStr","LFR+GStr","100-025956-057184-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47923"
"CO-47.44607","Co","44607","ANDERSON CREEK CHANNEL","CO-47",49.20465421,-121.7355532,"LFR","GStr","LFR+GStr","100-088370-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44607"
"CO-47.44608","Co","44608","ANGEL-WING CHANNEL","CO-47",49.10099138,-121.6276484,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44608"
"CO-47.47076","Co","47076","ATCHELITZ CREEK","CO-47",49.15758184,-121.9920367,"LFR","GStr","LFR+GStr","100-070889-129960-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47076"
"CO-47.7472","Co","7472","BARNES CREEK/LFR","CO-47",49.19895604,-122.0493093,"LFR","GStr","LFR+GStr","100-070930-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.7472"
"CO-47.47012","Co","47012","BARRETT CREEK","CO-47",49.07526047,-121.8693538,"LFR","GStr","LFR+GStr","100-064535-057628-225327-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47012"
"CO-47.48042","Co","48042","BELCHARTON CREEK","CO-47",49.21624661,-122.2514548,"LFR","GStr","LFR+GStr","100-057528-869526-256636-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.48042"
"CO-47.46073","Co","46073","BIG SILVER CREEK","CO-47",49.57559391,-121.8286997,"LFR","GStr","LFR+GStr","100-077501-616023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46073"
"CO-47.47931","Co","47931","BLANEY CREEK","CO-47",49.27141497,-122.6455464,"LFR","GStr","LFR+GStr","100-025956-057184-074570-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47931"
"CO-47.61787","Co","61787","BOOTH CREEK","CO-47",49.23388438,-122.8543246,"LFR","GStr","LFR+GStr","100-021505-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.61787"
"CO-47.47031","Co","47031","BORDEN CREEK","CO-47",49.07690084,-121.7325508,"LFR","GStr","LFR+GStr","100-064535-057628-358302-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47031"
"CO-47.48040","Co","48040","BOUCHIER CREEK","CO-47",49.20182493,-122.2589301,"LFR","GStr","LFR+GStr","100-057528-861594-114727-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.48040"
"CO-47.47090","Co","47090","BRIDAL CREEK","CO-47",49.20113502,-121.7371691,"LFR","GStr","LFR+GStr","100-088370-204284-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47090"
"CO-47.47905","Co","47905","BRUNETTE RIVER","CO-47",49.22036543,-122.891799,"LFR","GStr","LFR+GStr","100-019698-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47905"
"CO-47.44609","Co","44609","BULBEARD CHANNEL","CO-47",49.09832809,-121.5571318,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44609"
"CO-47.564","Co","564","BYRNE CREEK","CO-47",49.19317108,-122.9988092,"LFR","GStr","LFR+GStr","100-011602-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.564"
"CO-47.572","Co","572","CALKINS CREEK","CO-47",49.16964176,-121.8947095,"LFR","GStr","LFR+GStr","100-072260-716322-111718-418473-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.572"
"CO-47.47976","Co","47976","COGHLAN CREEK","CO-47",49.12142375,-122.56754,"LFR","GStr","LFR+GStr","100-038203-410335-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47976"
"CO-47.46043","Co","46043","COHO CREEK/LFR","CO-47",49.46476774,-122.0094794,"LFR","GStr","LFR+GStr","100-077501-094860-654036-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46043"
"CO-47.2143","Co","2143","COMO CREEK","CO-47",49.22471033,-122.850378,"LFR","GStr","LFR+GStr","100-021505-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.2143"
"CO-47.47908","Co","47908","COQUITLAM RIVER","CO-47",49.22648919,-122.8055618,"LFR","GStr","LFR+GStr","100-023788-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47908"
"CO-47.47067","Co","47067","DEPOT CREEK","CO-47",49.02928794,-121.4015167,"LFR","GStr","LFR+GStr","100-064535-057628-724358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47067"
"CO-47.48014","Co","48014","DOWNES CREEK","CO-47",49.08345041,-122.3168634,"LFR","GStr","LFR+GStr","100-052188-342274-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.48014"
"CO-47.48017","Co","48017","DRAPER CREEK","CO-47",49.16069383,-122.2470475,"LFR","GStr","LFR+GStr","100-057528-398258-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.48017"
"CO-47.47085","Co","47085","DUNVILLE CREEK","CO-47",49.17116237,-121.8275831,"LFR","GStr","LFR+GStr","100-072260-716322-566235-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47085"
"CO-47.46056","Co","46056","EAST CREEK/LFR","CO-47",49.31678927,-121.8835652,"LFR","GStr","LFR+GStr","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46056"
"CO-47.47083","Co","47083","ELK BROOK","CO-47",49.18304605,-121.8994457,"LFR","GStr","LFR+GStr","100-072260-716322-111718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47083"
"CO-47.47051","Co","47051","FIFTEEN MILE CREEK/LFR","CO-47",49.10679927,-121.5225597,"LFR","GStr","LFR+GStr","100-064535-057628-576530-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47051"
"CO-47.47036","Co","47036","FOLEY CREEK","CO-47",49.1064586,-121.6363866,"LFR","GStr","LFR+GStr","100-064535-057628-459516-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47036"
"CO-47.45779","Co","45779","FOLEY CREEK SIDE CHANNEL","CO-47",49.1064586,-121.6363866,"LFR","GStr","LFR+GStr","100-064535-057628-459516-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.45779"
"CO-47.44612","Co","44612","FORCITE SIDE CHANNEL","CO-47",49.11490269,-122.0885817,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44612"
"CO-47.47044","Co","47044","FOURTEEN MILE CREEK","CO-47",49.10389704,-121.5379592,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47044"
"CO-47.1080","Co","1080","GIESBRECHT SPAWNING CHANNEL","CO-47",49.11869951,-122.0921571,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.1080"
"CO-47.44604","Co","44604","GUNTHER DITCH","CO-47",49.09198707,-121.9574452,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44604"
"CO-47.46031","Co","46031","HARRISON RIVER","CO-47",49.21890306,-121.9450663,"LFR","GStr","LFR+GStr","100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46031"
"CO-47.46970","Co","46970","HAWKINS CREEK","CO-47",49.17777022,-122.1504128,"LFR","GStr","LFR+GStr","100-066153-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46970"
"CO-47.47097","Co","47097","HICKS CREEK","CO-47",49.29958784,-121.7152829,"LFR","GStr","LFR+GStr","100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47097"
"CO-47.47080","Co","47080","HOPE SLOUGH","CO-47",49.1796446,-121.979722,"LFR","GStr","LFR+GStr","100-072260-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47080"
"CO-47.44644","Co","44644","HOPEDALE CREEK","CO-47",49.12068628,-122.0940516,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44644"
"CO-47.47005","Co","47005","HOPEDALE SLOUGH","CO-47",49.09193267,-122.0347981,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47005"
"CO-47.47913","Co","47913","HOY CREEK","CO-47",49.27650852,-122.8046365,"LFR","GStr","LFR+GStr","100-023788-113399-243156-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47913"
